,X_centroid,Y_centroid,Hoechst,AF1,CD31,Ki-67,AF2,CD163,CD20,CD4,CD8a,CD68,PD-L1,FOXP3,E-Cadherin,PD-1,CD45,Pan-CK,SMA,Cell type
84101,1569.2,4659.7,12927.2461,1704.3153,380.097,427.8862,553.2276,596.2798,557.1754,1031.543,308.2052,301.5578,324.8582,258.0168,244.5541,303.9814,1115.4982,226.9571,298.8041,CD4+
84102,1636.9,4659.4,15006.4629,1414.7401,357.6384,395.5367,494.1017,283.0904,1002.9633,1138.7994,320.8418,264.3559,311.4972,288.7034,249.4237,303.7175,1669.8644,230.2401,303.7966,CD20+ CD4+
84103,1769.3,4659.6,8506.6943,1343.4781,326.0787,382.6035,449.1516,255.2012,451.3761,1022.8163,300.2128,362.2799,378.2187,294.8921,242.0117,300.9359,1377.6938,228.7551,295.9621,CD4+
84104,1616.5,4660.5,16395.0547,1428.5812,349.9928,383.4621,539.1552,336.6967,512.8701,1561.0721,303.7762,250.9386,338.1805,295.8484,239.4007,315.5235,1895.6931,221.4549,283.2455,CD4+
84105,1708.9,4660.0,14239.5449,1341.3134,349.2103,365.9528,490.6352,275.588,1526.0815,617.0815,277.1588,255.5794,338.9742,296.2189,242.4292,323.2661,999.824,228.5794,297.6566,CD20+
84106,1734.9,4661.2,11321.2607,1294.2861,322.7974,382.0,467.6463,253.7942,464.9228,1369.0032,289.2733,246.9228,354.4437,298.9003,244.373,334.6141,1630.2701,226.418,288.1865,CD4+
84107,1796.5,4659.5,4436.2109,1553.9197,512.4415,399.6555,510.6321,268.0535,435.4147,360.3813,272.0669,236.4716,297.4147,260.8896,242.5084,272.2475,315.1505,220.9264,400.7793,Others
84109,1505.9,4661.6,7437.6851,1152.9529,322.8871,365.8784,439.3623,267.7184,418.8275,1652.4988,258.1538,242.134,329.3337,256.5174,253.8362,283.3908,900.5732,229.1824,295.8027,CD4+
84110,1685.0,4662.4,15182.4326,1440.2916,362.5393,479.3658,504.5764,277.1967,2721.7546,486.632,1123.4005,275.6551,318.9352,262.0833,242.3472,305.2963,1898.0486,227.6991,296.1296,Others
84111,1582.7,4659.8,16813.9688,1697.1163,380.3333,423.0775,542.5117,410.3721,753.6977,645.1318,307.0775,265.5349,333.6357,263.8527,252.8295,308.814,825.6434,226.3488,288.8837,Others
84112,1623.4,4661.1,12248.2031,1363.561,398.7968,399.9146,502.2968,680.2195,603.1342,935.7155,674.7927,275.9959,360.687,349.7805,244.3781,312.4959,1334.6138,227.8211,304.9268,CD8a+ CD4+
84113,1781.9,4661.0,5441.5137,1242.4797,330.9595,366.1301,438.2047,274.8699,444.9403,1175.9786,1193.0,354.6887,436.9552,366.7889,249.1258,305.0576,1912.7847,219.0405,299.0512,CD8a+ CD4+
84115,1587.9,4660.3,17315.6777,1592.8914,377.287,411.1956,556.0782,327.1565,693.9739,618.3348,289.5348,263.4565,306.3652,457.2261,249.4174,308.2304,627.3043,223.9043,303.8,Others
84116,1607.3,4661.0,20649.9277,1407.9927,345.9343,388.146,544.0438,278.2628,492.1752,1596.0876,327.8467,253.8613,333.3723,304.8029,235.1241,324.5402,1569.6862,233.3139,297.2774,CD4+
84117,1642.7,4660.5,9582.292,1299.1399,360.1029,894.6543,468.2387,273.1194,918.6132,777.8066,307.9589,259.4691,335.5679,291.3375,250.5432,307.9671,1310.609,234.2222,299.5638,Others
84118,1680.4,4661.8,17451.3359,1433.715,370.6373,401.1813,480.171,295.5855,2717.1763,414.0674,444.7565,292.6062,325.2072,256.5699,245.7565,305.1969,1331.0984,227.715,300.0622,CD20+
84121,1560.8,4661.3,10365.3477,1346.4653,365.3912,395.7014,465.294,651.1528,453.5139,889.6898,303.8842,299.2801,323.4398,277.3796,250.7037,297.5555,666.2407,232.588,305.1805,CD4+
84122,1575.4,4662.1,7652.3599,1788.0746,393.0263,416.6053,548.9342,1031.7982,779.1404,673.9211,303.5351,319.4035,347.0526,287.5965,240.6404,286.3202,906.0482,229.1974,293.1667,CD163+
84123,1696.2,4662.2,13116.0107,1308.9657,344.942,572.0792,477.4697,260.3456,499.7863,1519.1899,294.5224,300.2823,362.2164,285.2005,240.1372,337.8786,1881.3378,223.7124,272.1794,CD4+
84124,1719.5,4661.6,10295.0098,1209.3636,318.8409,365.5812,455.8506,259.1364,694.3766,458.4026,278.1461,257.4156,342.3506,277.6623,243.9221,282.6721,632.0812,228.5195,290.1591,Others
84127,1805.9,4661.9,8645.2275,1630.3817,524.6963,426.9822,524.0602,279.3721,461.6279,350.6662,285.7291,241.5718,289.0164,262.9316,245.5527,273.5732,300.5157,220.9015,366.9302,Others
84128,1579.1,4664.6,19265.3027,1663.4711,390.3358,466.6812,563.4058,556.6957,742.2222,1093.2295,294.9928,272.6739,324.5604,611.1135,247.4807,295.1546,1067.017,230.215,290.5,FOXP3+ CD4+
84129,1774.6,4662.9,11005.2812,1264.5062,331.9136,379.3383,446.563,249.279,433.1852,1065.2987,428.7333,261.5062,392.5753,2723.1482,234.8815,310.0864,1530.2173,220.9506,304.5185,FOXP3+ CD4+
84130,1631.0,4662.5,15499.8174,1341.8729,338.7394,391.8665,512.6026,256.6938,1100.1335,2027.5701,349.8176,251.8893,332.4854,656.1401,235.3094,330.3127,2559.7622,230.9316,286.9218,Others
84131,1650.4,4662.8,14328.2744,1288.0746,325.3463,405.9492,499.8149,250.9104,1078.8269,1127.0029,292.191,259.4567,323.997,263.8627,245.3642,316.5761,1766.0089,215.7134,289.997,CD20+ CD4+
84132,1668.0,4663.1,10691.3164,1506.9481,448.8019,408.5637,529.9623,276.9977,746.0472,476.1321,563.7241,296.3137,336.3113,322.8443,246.1462,318.1981,742.4457,228.1981,297.5047,Others
84133,1747.2,4661.2,4999.8979,1526.7159,326.3296,396.2614,496.2159,267.6477,485.1818,950.1477,284.7159,394.5568,408.875,273.0568,255.1591,321.8068,1031.5796,227.8636,298.3409,CD4+
84134,1525.4,4662.6,2667.8682,953.0624,298.5971,326.1918,403.4125,250.5899,348.2806,292.8441,245.1103,227.1607,290.1319,241.5899,245.2734,251.3597,270.2638,226.5755,291.5515,Others
84135,1730.1,4663.2,12662.7432,1229.6082,327.9561,370.0094,449.7367,261.7617,784.8777,909.6865,290.1003,253.7586,350.7242,280.6802,241.9091,312.7116,1337.3009,235.2477,279.2069,CD4+
84137,1660.8,4663.0,12445.833,1274.3384,371.6198,403.1141,488.346,272.5818,790.3726,637.6806,284.4867,291.9164,329.6692,260.2243,252.8973,349.9962,918.0342,235.943,295.4297,Others
84138,1752.0,4664.1,13279.1406,1185.8058,321.0165,369.6033,442.1198,235.3182,462.7727,1538.6694,261.2562,272.9463,408.4835,271.4339,248.2975,362.9256,1573.7562,226.4215,296.1033,CD4+
84139,1715.3,4663.7,12626.4736,1342.1387,338.1387,387.8613,497.3873,263.0116,1101.0404,939.0405,293.2081,255.3873,403.2486,715.3815,241.7688,322.7688,1496.3237,221.3237,284.8324,Others
84141,1583.5,4666.7,16808.2129,1677.1666,367.9575,423.3137,566.2255,522.2418,823.1536,1146.8595,290.0,293.2026,333.9412,331.4575,239.9869,318.1438,1244.8137,225.2157,296.1471,CD4+
84142,1690.5,4665.4,10227.252,1371.2252,339.0387,2609.6174,470.3826,281.0581,561.3656,500.5036,410.7046,268.8426,341.6804,261.8789,246.5981,301.7094,739.9661,232.7724,281.1162,Ki-67+
84143,1745.5,4665.5,11229.4072,1225.0044,322.8872,374.4757,441.9336,252.6703,472.5841,919.9956,282.9071,255.1327,366.1549,330.8651,243.9159,324.9934,1481.6482,227.219,294.1172,CD4+
84144,1676.4,4663.2,11215.7119,1487.0303,386.0909,408.2677,498.7727,289.8839,1951.9343,543.0555,820.5202,320.3535,339.9495,254.9545,243.7374,350.7727,1568.803,224.6667,305.2222,Others
84145,1756.4,4664.3,7224.1123,1206.0153,320.7449,353.0714,423.4082,258.0306,433.199,787.8265,267.3367,279.3214,450.8316,258.4745,244.0918,298.2194,991.1837,228.7245,306.8929,CD4+
84146,1762.7,4664.2,6046.2383,1094.2758,293.4766,349.0,404.271,231.1355,413.9533,1612.6215,293.3692,332.8551,463.5187,457.4579,245.3271,289.4252,2071.3083,232.2056,301.0187,CD4+
84147,1593.8,4665.4,6932.2896,2471.4275,459.8975,595.9187,624.2474,1302.0177,1025.8304,1032.3816,357.7244,415.8127,430.4876,272.7562,247.4912,318.8233,986.3145,232.4311,297.0777,Others
84148,1641.6,4665.4,14582.4502,1318.5219,365.8062,468.0781,490.4375,272.825,2644.4968,1031.5719,1470.0563,298.9375,321.2469,455.2875,247.5531,409.2969,2157.625,225.5625,284.0594,Others
84149,1834.4,4665.0,9898.4229,1551.6255,370.2543,405.9141,527.5464,264.3986,870.9691,315.921,259.8351,225.0893,284.2921,238.8351,251.4055,263.6048,413.5876,218.9588,420.4433,Others
84150,1568.5,4666.8,16177.166,1618.6453,393.9622,430.8906,555.0,547.5547,492.3623,941.6793,909.4302,273.1962,330.3283,396.7057,246.6792,347.9472,1087.4982,227.7774,289.8491,CD8a+ CD4+
84151,1616.9,4665.2,13638.3926,1135.6073,336.8057,363.2874,457.1134,346.8664,518.6559,1079.9191,309.0688,257.8705,295.3441,972.3279,239.6923,297.3036,1370.834,230.1134,294.1943,FOXP3+ CD4+
84152,1711.3,4664.7,9493.9756,1443.1992,353.3361,399.917,487.1494,281.0954,840.2116,1390.0042,302.9875,268.9709,481.9502,306.0788,240.0996,381.4357,1768.2904,227.8257,281.9626,CD4+
84153,1554.6,4665.4,4653.4126,1406.0563,378.2167,406.45,465.025,645.0938,455.1812,424.55,279.125,296.3188,313.6917,249.4604,249.0,270.1125,346.1958,228.2896,317.1875,Others
84154,1588.1,4666.0,12385.1562,1698.7749,369.8701,414.3506,566.7143,594.7446,1099.2078,577.8918,297.7662,329.671,354.8268,272.9524,246.5714,281.7143,716.8182,226.1991,302.0952,CD20+
84155,1608.6,4665.8,7555.9541,1521.9414,365.8619,400.0753,529.8284,281.8285,474.59,1046.5062,303.9875,248.8745,365.0628,270.8996,247.2594,305.1967,1108.636,228.113,363.8326,CD4+
84156,1635.4,4666.9,13147.6064,1326.7483,352.9901,390.0629,488.9702,282.6192,1976.7252,703.4238,1148.9768,244.5497,321.2053,306.8742,242.0066,341.9437,1540.9934,241.5596,292.4901,Others
84157,1625.3,4666.8,20210.666,1389.9132,354.3368,404.9062,518.8889,279.993,761.1805,1413.3298,684.441,258.816,325.559,694.4236,247.4688,336.0347,2093.6597,225.566,299.8576,Others
84158,1703.2,4665.4,9581.2021,1126.4174,322.5165,363.9835,425.0041,362.6653,574.7892,742.4256,273.9132,414.8388,348.8843,272.1529,241.219,281.3141,946.4876,230.2397,295.7314,CD4+
84159,1739.5,4667.0,17028.5703,1191.4912,341.177,370.562,443.0266,267.4248,472.792,1105.1637,292.6062,254.2124,333.062,1102.1726,241.0752,310.4734,1913.3009,230.8009,287.3407,FOXP3+ CD4+
84160,1573.1,4666.2,14330.4297,1792.0579,396.9421,453.7686,569.4876,763.876,660.9008,869.1405,311.157,331.281,343.6281,565.2066,239.3306,324.4628,726.0,232.2727,290.438,Others
84161,1768.4,4667.2,10454.0732,1081.5822,308.7817,355.7143,417.0512,227.1213,415.3935,1889.8195,263.8086,246.6631,423.0539,317.6199,243.8356,356.8194,1821.1078,217.6927,291.7547,CD4+
84162,1779.4,4666.8,10181.6543,1292.7307,342.7372,385.6923,460.1538,248.2564,573.4167,1347.8334,1688.8397,241.25,354.6026,812.7436,255.6923,323.3974,2124.9038,220.0321,299.4231,Others
84163,1630.7,4668.2,16331.4209,1460.6426,358.4208,395.8281,513.0045,287.7421,2948.5159,2095.1809,342.086,260.3937,343.3529,446.9547,232.629,334.9366,3092.4253,214.3846,277.6606,CD20+ CD4+
84164,1814.7,4666.3,7382.4824,1615.5908,397.2737,461.5555,512.9404,625.3848,505.4038,417.748,312.9268,341.336,309.0461,260.8266,248.6694,277.6206,354.6152,218.5799,319.168,Others
84168,1820.2,4667.1,4063.196,1563.902,368.6,430.2392,505.3294,463.851,452.6274,343.2549,277.0235,271.5608,326.8824,244.3608,243.4431,262.5529,330.949,220.3372,342.102,Others
84169,1564.1,4667.0,12847.5,1503.4922,366.5,415.9651,517.0272,332.9264,467.876,653.783,1176.8954,254.845,333.7985,283.3799,245.3411,353.0698,1033.0891,234.3721,282.5853,CD8a+
84170,1676.4,4666.5,17691.8203,1337.9448,372.2758,403.6621,482.2483,278.0621,1609.5931,497.7379,314.0828,250.0621,319.669,262.4138,248.5034,291.1379,1225.7587,241.8345,300.9793,CD20+
84171,1708.2,4667.3,8676.2695,1310.6863,334.3726,374.3186,450.7353,447.5441,596.2402,1352.7598,283.8774,330.6176,407.3726,317.1471,243.2255,339.5245,1722.1666,225.6765,281.451,CD4+
84172,1724.0,4667.8,10541.2178,1262.9337,328.6059,366.7827,445.8214,265.9061,2135.7109,605.1879,285.8692,277.8564,384.1878,268.9724,242.7587,293.6796,1033.6243,221.593,288.5304,CD20+
84173,1620.4,4668.8,14964.4746,1543.3726,350.749,399.3961,535.149,289.7961,1481.6078,2276.7803,454.2745,270.4392,339.8588,584.0275,246.4863,326.4784,2963.8118,227.549,284.8039,Others
84174,1661.7,4668.3,12976.2051,1288.2792,341.3993,968.3463,480.7032,337.4841,561.1201,1128.0388,451.8092,255.424,307.9894,872.1414,247.8056,514.5936,1214.364,230.0742,291.4417,Others
84175,1696.7,4667.9,12041.4521,1147.1213,354.2757,468.0074,441.3897,262.886,643.8125,1148.9044,278.9522,346.6838,349.5368,267.3382,242.6213,318.8125,1646.489,224.1765,287.4265,CD4+
84176,1773.8,4667.8,12978.1836,1254.2454,336.2883,394.8773,458.5031,236.1534,482.0368,2007.1411,373.1902,255.8221,380.1043,1536.2271,225.9755,340.1595,2439.9141,227.4908,286.6074,FOXP3+ CD4+
84178,1734.4,4668.9,13413.6592,1146.882,324.2426,368.4787,432.3049,240.918,471.2065,1631.4525,284.9312,245.6,318.9705,753.2065,241.5344,430.9836,2432.5935,223.8328,284.0459,FOXP3+ CD4+
84179,1801.2,4668.4,7927.5381,1227.4032,324.3085,380.5948,443.506,269.4476,418.8226,502.2198,293.4335,263.9193,327.7399,254.7137,246.6794,275.6492,640.7278,223.5968,304.0222,Others
84182,1606.1,4669.0,9136.5762,1696.4823,374.0588,420.7941,554.8882,286.4824,502.7177,452.2353,293.5353,255.0941,337.6,256.8353,240.4765,265.2471,394.4529,231.5706,985.347,Others
84183,1645.2,4670.5,12207.1631,1397.5249,341.5635,453.8039,501.1796,276.895,2747.9531,566.79,825.1354,297.105,308.1353,261.8177,242.1354,337.5359,1880.8176,232.6906,285.1133,Others
84184,1669.7,4670.6,14576.4785,1414.1855,375.1492,390.9121,512.4393,282.8271,2948.7085,1061.4658,440.5328,269.788,315.6945,611.3905,246.7643,373.0739,2088.9846,217.3068,292.1827,Others
84185,1761.1,4670.1,5180.7085,1102.937,298.3727,356.8294,414.3438,238.6824,457.6168,1111.0657,271.5302,245.4882,505.9003,590.231,237.5643,308.8688,1359.1732,225.0682,281.8661,FOXP3+ CD4+
84186,1781.3,4670.3,14346.0977,1231.6382,347.9533,390.6187,448.6732,243.8677,1409.6108,1079.5448,817.9299,235.2607,371.2724,301.4591,246.3035,308.6693,1751.4902,221.7004,295.8171,Others
84187,1655.0,4668.8,13167.2676,1450.8496,296.0883,378.9785,508.0477,471.389,963.0334,1490.3318,290.5704,281.3699,375.7566,303.4535,250.2315,397.3795,1888.2314,222.8162,283.9881,CD4+
84188,1601.6,4670.4,8477.6895,1617.7358,397.9385,423.6436,547.2308,286.7795,499.7538,450.1282,295.8,254.2923,334.559,262.3333,245.2513,277.3744,389.1923,224.1385,844.9333,Others
84189,1680.2,4669.7,15139.3184,1416.4979,361.2218,402.4728,501.5397,272.8703,1889.1548,884.8703,309.5648,252.6151,312.7322,300.8577,240.0377,311.4059,1610.4979,237.5858,291.7992,CD20+ CD4+
84190,1839.1,4670.3,3066.2351,1623.757,378.1462,433.9012,543.3063,252.2964,471.5059,312.4368,262.6383,237.3557,278.8834,250.1897,250.3123,252.4704,291.834,222.7431,1046.0336,Others
84191,1572.3,4670.7,20598.4473,1558.1362,400.0,417.6553,558.4298,692.417,603.2851,676.7532,483.5276,294.2936,316.2468,449.6383,245.234,287.8681,799.2681,227.4553,305.4043,Others
84192,1717.7,4670.3,11152.4561,1307.4427,338.112,362.901,459.638,276.1484,2827.0183,508.1667,285.8906,259.9167,349.8281,290.3568,245.5365,333.0234,1111.1615,229.9635,290.0963,CD20+
84193,1785.9,4669.1,12525.2412,1073.4126,333.7584,347.3308,418.4535,253.4238,1012.5688,640.8922,327.5167,255.6543,359.2491,261.6692,249.8848,281.855,1249.8848,227.7138,300.1933,CD20+
84194,1613.2,4669.7,12657.748,1476.8252,359.9175,416.6796,522.2719,421.7136,521.6359,1453.8981,301.8204,275.6456,341.5825,491.1408,245.3592,338.8398,1507.4951,224.6553,299.9369,FOXP3+ CD4+
84195,1808.6,4670.2,9892.3965,1228.0166,336.7396,643.1689,444.6565,265.0859,450.4072,508.7036,1025.1329,237.0305,342.0416,262.7812,249.1579,294.9861,1081.6925,221.1856,297.2521,CD8a+
84196,1685.5,4671.4,15021.5273,1360.7468,367.3397,629.8713,504.8565,262.5232,1275.5696,1213.5422,321.2532,258.9304,317.9873,345.5,242.3186,327.8101,2094.3691,218.1624,281.8397,CD20+ CD4+
84199,1639.4,4671.4,16801.6797,1248.6454,347.5463,571.0767,492.4537,269.1342,1402.2013,451.738,2295.9392,223.476,316.1629,263.6901,243.2236,446.6326,1785.0958,224.9201,285.6933,Others
84200,1703.3,4670.9,15293.0996,1218.1121,345.6929,366.1203,448.3153,313.7801,1304.3444,1449.6847,272.6639,275.4398,344.61,653.2946,250.2365,311.8382,1947.3195,220.2407,288.9917,Others
84201,1746.1,4672.6,7365.9106,1247.6221,316.8984,362.8521,442.6524,251.8627,764.8093,1269.0267,346.1212,464.8966,402.1658,641.7006,242.5811,317.4474,2059.1641,219.1925,280.5419,FOXP3+ CD4+
84202,1754.6,4673.0,7384.6494,1262.7756,325.393,364.959,449.6686,252.9501,915.3549,760.5249,289.7859,329.7053,458.5513,277.5279,244.1276,296.0499,1167.1085,227.8856,292.5293,CD4+
84203,1796.4,4671.7,6827.6162,990.72,311.7145,339.9491,390.6709,249.0691,406.6291,1086.1055,1082.6637,260.0909,391.9927,407.5473,242.5218,341.4727,1509.0546,220.4164,290.0164,CD8a+ CD4+
84205,1615.8,4673.3,12856.6709,1295.1967,332.9254,380.6508,486.9153,277.6034,661.5695,1099.1864,294.4949,256.6,310.7051,404.1424,243.1797,328.7525,1442.8441,236.9898,300.0678,CD4+
84206,1675.5,4671.0,11065.5215,1424.7142,346.4622,386.7983,495.0168,284.7899,2858.168,1161.958,321.8319,279.4454,321.1849,262.7479,230.8067,337.7983,2607.4119,204.8571,277.7815,CD20+ CD4+
84207,1556.7,4672.2,10884.4258,1875.1721,415.123,476.8074,554.8668,561.0635,1104.2274,819.1147,339.1701,280.8443,329.1455,265.7992,243.1639,296.1024,918.1947,229.8832,298.3238,CD20+ CD4+
84208,1564.5,4672.6,12466.624,1879.5098,415.4485,488.0167,574.3176,753.117,569.1532,837.688,1089.6658,298.5989,358.2618,281.0446,247.3705,334.9638,955.9109,234.6824,303.4986,Others
84209,1578.5,4672.2,10320.4805,1850.6517,410.2797,467.9446,573.3034,717.686,1121.3271,499.3773,305.0765,326.1372,312.8522,273.0686,246.4354,281.744,490.9525,228.467,471.4987,Others
84210,1729.1,4672.4,12849.3096,1229.85,323.06,370.4975,455.97,250.6175,511.7475,1114.64,295.92,248.545,351.41,358.055,243.2375,376.865,1582.7675,229.665,289.375,CD4+
84211,1775.9,4672.1,11708.9678,1307.6587,327.6385,533.1888,455.4819,246.6064,1123.6506,1344.8755,447.6506,238.1205,332.7871,698.2008,239.8996,361.3654,2154.0039,221.0402,299.4699,Others
84212,1856.8,4672.4,4043.6826,1326.1462,468.0075,375.2062,470.2987,259.885,415.0275,298.1388,259.4825,227.43,292.3825,255.5562,245.3225,275.5025,295.1787,222.71,356.5125,Others
84213,1698.9,4670.8,8182.7998,1247.3375,350.7125,362.3375,442.775,302.4375,2359.4375,997.925,285.6875,302.175,372.825,273.5125,246.95,325.95,2127.5125,239.1625,277.9875,CD20+ CD4+
84214,1739.0,4673.9,11354.5811,1161.0316,322.2579,354.1606,419.0024,263.7883,469.3017,1732.4501,293.5596,255.7591,336.1849,327.7445,247.837,317.6448,2150.7859,228.0341,289.5475,CD4+
84216,1609.1,4673.5,12490.6787,1395.5203,357.7259,414.704,498.5109,443.2243,625.9595,1012.5047,288.8723,266.7196,325.7196,274.8069,247.7196,303.7508,1202.1589,233.134,350.2181,CD4+
84217,1627.3,4673.1,8844.0088,1456.7976,338.0238,389.5952,487.6667,365.4524,2696.488,1806.0983,387.8423,369.3304,364.2321,275.9464,242.7708,365.9435,2969.625,228.3125,279.3185,CD20+ CD4+
84218,1765.6,4672.8,12732.0352,1128.3799,315.2636,360.593,432.8178,251.2364,418.9767,1132.5659,287.8411,247.7946,394.9574,1699.4264,235.1124,325.4302,1492.0775,224.0465,275.3721,FOXP3+ CD4+
84219,1633.4,4674.5,13789.6436,1266.2677,346.1292,370.0185,474.9569,358.3569,1886.1754,725.2861,618.7169,373.7446,356.3877,393.92,241.2,316.36,1625.6769,226.7477,284.8277,CD20+ CD4+
84220,1709.0,4672.7,13795.2705,1195.5498,336.5727,389.3191,438.4273,651.6382,904.9858,1114.1595,270.0826,410.4217,338.4102,2011.5043,238.1567,309.49,1368.3932,230.0313,295.0883,FOXP3+ CD4+
84223,1790.1,4673.0,12019.6953,1342.2781,340.0852,401.4709,464.5829,244.6816,827.5964,1680.7085,1182.861,216.3722,389.2735,351.6368,246.4664,346.5829,2481.5605,227.5471,285.139,CD8a+ CD4+
84224,1649.2,4673.4,10278.0498,1396.5337,349.4798,1807.9103,487.3498,425.157,881.722,614.4036,314.7265,250.1659,389.5471,263.8341,246.0,303.9821,966.2825,233.1839,285.6816,Ki-67+
84225,1693.4,4673.3,8259.6387,1370.9117,348.0147,397.5265,477.5882,357.6353,1661.5676,584.8323,302.6441,500.5147,349.7206,262.4912,249.3794,300.6559,1275.1412,229.1912,300.7882,CD20+
84226,1713.8,4675.3,12643.7471,1269.7635,336.3669,352.4592,450.4158,340.2201,2091.4756,613.8505,289.6467,277.9837,343.7799,323.1794,247.0109,318.5054,1516.799,226.269,282.606,CD20+
84229,1785.0,4675.9,6621.6631,1228.8765,327.2135,359.2781,431.677,253.3904,951.4382,1116.663,1255.0253,306.6966,448.1966,275.0646,237.3118,325.4298,2020.4354,216.6573,286.7079,CD8a+ CD4+
84231,1623.5,4675.6,12900.5518,1333.2,363.092,374.684,489.488,298.912,2353.4519,664.092,763.204,279.716,299.972,270.612,247.748,316.988,1305.392,231.96,298.564,Others
84232,1654.7,4675.2,9888.3467,1741.233,284.7507,424.2303,536.4661,933.2629,1634.916,707.9323,322.9865,381.2168,450.6125,296.2168,256.355,313.5691,1048.4851,227.2141,298.2466,Others
84233,1732.5,4676.7,11833.7822,1231.5851,333.7959,372.8299,449.5578,254.085,467.1769,1594.5613,277.9048,286.3299,375.0068,433.1395,246.5884,412.9524,2355.8743,220.1769,282.5238,CD4+
84234,1820.8,4675.2,3779.4392,1135.4742,337.3464,352.6124,432.5773,905.7134,421.1938,410.5546,263.2866,373.4639,347.0619,253.6351,245.1608,265.7732,456.9608,220.6062,315.1876,CD163+
84235,1519.7,4677.4,4720.8062,1255.4019,322.9765,357.47,456.0623,316.2009,383.6616,314.5629,278.7262,236.0635,370.2585,241.6651,247.3185,264.0975,264.1293,225.98,296.6569,Others
84236,1661.7,4674.2,11482.041,1322.7565,350.3801,390.8856,482.1771,407.4797,2768.4648,860.9668,464.0591,313.8856,311.8782,555.3801,246.69,315.5978,1865.5941,220.4871,300.7417,Others
84237,1677.9,4675.1,13331.0566,1468.8409,353.5406,388.3887,528.0813,280.0989,1602.3781,783.1873,298.1201,271.9965,315.3109,299.636,250.4488,318.7986,1479.3745,229.6466,294.9293,CD20+ CD4+
