,X_centroid,Y_centroid,Hoechst,AF1,CD31,Ki-67,AF2,CD163,CD20,CD4,CD8a,CD68,PD-L1,FOXP3,E-Cadherin,PD-1,CD45,Pan-CK,SMA,Cell type
84497,1702.0,4704.0,12519.0674,1297.7542,388.6238,364.8398,467.9125,413.6387,2732.27,567.095,1478.9535,323.676,352.8361,267.5903,242.7765,308.7486,2158.7561,218.959,287.5791,Others
84498,1502.5,4702.8,6471.9609,1716.1945,404.7414,451.0046,558.8055,286.8513,448.2128,319.2929,287.2174,255.5629,304.8947,246.405,242.7757,264.1579,249.2151,229.4668,446.5583,Others
84499,1812.8,4703.2,5020.3955,1206.6643,333.3429,358.1271,440.3189,246.8489,460.5803,620.518,274.6499,282.175,371.0048,263.0312,242.4844,289.1343,531.5132,226.048,290.1103,Others
84500,1852.6,4703.1,10864.0166,1281.6882,336.4494,381.085,442.8826,312.3563,2068.6194,1431.9757,525.8502,259.2794,447.502,261.5142,230.0364,350.2105,2009.0648,211.498,273.5344,CD20+ CD4+
84501,1858.5,4702.6,15069.7324,1344.0828,338.949,368.1465,460.9873,268.4713,3057.8408,1053.4331,384.0319,210.6115,352.0573,274.5159,241.6497,311.0,2353.0317,222.7134,297.8535,CD20+ CD4+
84502,1869.5,4704.2,8697.7734,1243.4688,332.1289,385.5801,424.2676,262.0254,695.4355,575.3301,274.9434,325.5957,338.1816,264.5117,243.0176,297.334,906.2227,223.502,362.0176,Others
84503,1608.6,4703.2,9026.2969,1037.2306,317.8623,371.6227,427.5539,275.6587,896.515,991.988,269.8293,280.1467,331.1078,565.4401,237.5569,314.8174,1285.0599,229.6856,279.7305,FOXP3+ CD4+
84504,1640.4,4705.4,10532.2461,1403.8748,338.0439,528.8893,515.9269,272.5345,883.0814,921.0856,291.4614,277.0063,349.8998,400.7432,241.238,305.7369,1540.2756,234.0,285.2463,CD4+
84505,1660.3,4703.2,17143.0977,1292.8142,347.5,372.9734,508.9469,268.9823,1752.7876,1169.3584,296.5266,257.0044,303.8584,683.2832,238.469,314.2522,1740.8805,240.3849,280.5752,Others
84509,1514.6,4703.0,4510.3096,1799.6323,406.5106,449.1799,565.3651,283.8915,462.0661,318.9815,288.4206,258.6931,295.619,254.6534,241.91,260.9841,251.3836,229.0873,491.6825,Others
84510,1551.0,4704.2,12683.8438,1706.066,427.1231,432.2523,562.2432,317.5165,1037.4023,370.1141,300.6727,254.958,310.6487,256.3484,248.5526,284.2252,605.3514,225.6997,302.2853,CD20+
84511,1569.4,4703.5,9776.8838,1714.9474,406.7474,401.9368,565.8316,312.9053,2685.0632,447.5158,1762.2737,269.2737,331.0526,258.8316,239.8421,368.9684,1491.021,235.5684,291.221,Others
84512,1739.7,4704.1,15862.2295,1369.3678,361.9516,392.9871,489.4968,303.8065,1085.1259,1091.8741,287.5484,340.4032,366.5032,283.0258,242.4452,314.4129,1554.5968,223.4839,289.1355,CD20+ CD4+
84513,1766.2,4704.7,5771.9541,1297.2131,318.0787,381.7443,449.3934,264.7803,885.3803,850.4426,307.7705,448.7902,345.3639,263.9902,244.0885,364.882,1483.4066,228.341,295.682,CD4+
84516,1557.3,4706.8,14289.4639,1573.594,403.1181,438.4127,562.7404,287.0349,877.0582,442.7654,292.5674,254.7371,313.426,269.228,240.8336,287.5208,595.366,227.7155,299.1614,Others
84517,1564.3,4704.8,13472.7256,1549.8014,376.0171,417.4897,546.4452,276.1644,1105.8219,340.5308,875.9623,286.0,297.6986,257.0205,239.2637,293.8836,858.0445,240.0685,288.4178,Others
84519,1614.5,4705.8,7964.8228,1212.8636,341.8876,454.6124,455.988,436.7632,927.3923,1170.9115,289.433,378.6244,382.8182,283.8086,241.6651,307.7464,1658.1698,221.9306,287.0287,CD4+
84520,1781.3,4705.1,14144.7773,1088.9504,318.1281,369.1198,419.905,242.4215,609.1777,880.7562,270.0248,342.5207,326.6901,1266.9215,242.3802,304.1322,1366.5702,231.8802,295.6983,FOXP3+ CD4+
84521,1804.5,4705.5,8553.125,1080.1154,795.6971,335.1442,412.9519,234.0433,424.1635,2306.6731,267.351,228.8365,378.4423,1077.5288,244.5913,319.1394,1721.4423,218.7115,312.7596,FOXP3+ CD4+
84522,1596.6,4706.6,14128.7852,1392.2126,353.252,386.3878,531.4075,269.5079,937.6417,1644.9803,380.1161,253.063,326.6575,454.626,242.2579,348.126,2157.1516,235.0866,283.3287,CD4+
84523,1603.8,4706.1,11696.7441,1297.3314,332.25,376.8596,494.8932,266.1798,876.5533,1261.6405,292.6629,253.5337,313.3652,330.6039,245.0225,320.4972,1403.1377,232.5309,290.4579,CD4+
84524,1631.8,4704.6,6571.1729,1861.0309,357.5617,428.7592,591.1111,292.9568,614.7963,737.8889,318.1543,305.9753,330.0926,269.2346,245.5,290.9259,1149.9814,235.679,300.1358,CD4+
84525,1693.2,4705.9,11376.4092,1279.2576,347.7172,378.8586,457.6692,290.7601,3099.6516,477.798,320.2222,295.1793,334.1389,264.6465,241.4167,301.2828,1275.9596,235.3914,280.106,CD20+
84526,1726.2,4705.3,16313.4678,1289.8541,344.9356,379.8412,481.2446,416.7039,1003.1802,849.9227,526.0644,339.6309,338.9142,297.1373,242.2876,307.5493,1592.7253,238.1116,292.7253,CD20+ CD4+
84527,1796.1,4704.5,12835.7197,1323.584,329.648,373.592,458.688,256.672,512.568,1987.9041,280.664,249.776,351.208,605.56,238.912,363.928,2825.832,220.4,273.032,FOXP3+ CD4+
84528,1715.7,4705.2,6550.7271,1603.8132,377.3419,388.1552,513.4167,828.8304,1419.6724,801.5546,307.4339,1371.3219,419.8707,297.7069,247.1667,299.7098,1603.3735,220.3965,315.1897,Others
84529,1746.2,4705.1,12452.8291,1363.1327,334.4248,382.4985,464.8584,262.351,1137.7316,1586.2301,432.7876,254.2507,351.0266,526.6519,241.354,335.2094,2406.0591,228.0383,291.1505,Others
84531,1677.3,4706.9,13978.5381,1328.8672,354.8112,459.8531,481.8706,264.8252,1538.0804,807.1084,290.1399,270.0594,373.9301,276.9755,246.0385,338.1189,1714.9651,232.549,277.6818,CD20+ CD4+
84532,1730.6,4710.4,11147.2168,1560.5145,358.9393,390.8979,515.7117,603.7034,2304.9036,1056.0455,317.0786,511.6359,349.5186,291.8455,240.8759,332.6621,1943.6897,230.1752,286.4759,CD20+ CD4+
84533,1827.9,4705.6,10138.5947,1213.0425,331.8987,379.9248,429.3203,250.4902,471.4118,1273.7321,297.9543,253.3922,434.0065,263.8922,242.0294,315.4412,1524.6765,222.4869,285.7288,CD4+
84535,1579.9,4706.4,11728.5391,1275.1311,352.1165,379.9951,498.0631,262.5194,1401.1844,496.233,285.0971,287.4854,315.3301,246.9466,247.9854,288.3641,642.9126,224.5485,301.3107,CD20+
84536,1626.7,4705.6,7899.8472,1468.6145,338.9733,390.4886,512.8702,267.9122,700.5,1288.4465,318.8092,275.7939,340.7137,315.584,243.0802,301.5076,1808.3588,222.8702,286.6107,CD4+
84537,1684.9,4710.1,8035.2876,1297.2927,326.3212,1920.3425,447.3888,261.1352,826.2304,631.1121,326.7384,259.75,354.8043,279.5605,241.5756,311.4217,954.903,227.3852,270.9991,Ki-67+
84538,1792.1,4706.5,13907.9951,1163.0913,322.5434,376.2238,436.2283,239.3836,464.4658,918.1096,274.4018,251.4292,328.032,1711.5388,232.6758,336.4475,1395.379,217.8676,294.3607,FOXP3+ CD4+
84539,1818.6,4706.3,4263.644,1132.4281,308.637,347.4075,419.3596,237.911,477.4555,1003.4075,272.7979,269.9521,396.2842,269.4075,242.6712,291.4315,763.0959,225.1884,303.4932,CD4+
84540,1832.4,4704.9,6915.7251,1284.5608,333.8836,385.6349,456.5767,253.6455,469.3439,905.7037,288.9418,311.1429,436.3122,258.4603,243.6878,299.6508,1188.582,230.2275,287.0159,CD4+
84542,1575.1,4708.3,9216.9668,1567.6238,364.1419,391.8647,545.2409,289.3498,2796.2739,492.8251,511.1782,285.2805,317.2145,258.9604,244.6568,308.9571,939.8581,227.5247,299.6403,CD20+
84543,1735.5,4706.9,17198.4688,1455.9789,347.5951,375.7641,507.1725,294.1831,1186.6971,1477.3169,301.9753,281.8627,332.3169,597.9401,239.6056,336.3275,2114.2534,220.3239,295.6725,Others
84544,1655.4,4707.6,10082.8408,1424.3334,340.1436,398.2872,520.9641,274.4564,3087.4819,485.6974,299.5898,255.0154,322.1077,267.3282,243.0974,303.959,1292.6769,227.8974,303.6615,CD20+
84545,1710.2,4707.3,14226.7705,1424.6412,381.229,390.7812,497.4249,385.4682,2309.1807,1026.6743,404.3741,311.4249,378.0127,730.4326,244.0967,304.2494,1906.1323,229.598,282.7354,Others
84546,1857.5,4708.3,11500.6006,1391.6532,341.746,421.623,461.5242,272.2964,2706.7642,989.4012,1303.2137,235.9859,395.8206,274.5927,251.0827,358.8669,2230.0283,215.9677,300.131,Others
84549,1754.9,4706.3,10246.1562,1132.7598,319.6039,359.6623,424.013,239.487,814.9611,1565.6559,302.4091,250.8766,368.1364,1493.1234,235.474,321.1753,2428.5845,222.4091,284.3052,FOXP3+ CD4+
84550,1786.6,4707.8,10896.9297,1174.1714,326.3112,388.3322,426.0909,259.3462,666.993,1166.8252,282.1224,440.1294,361.5315,326.2483,240.4895,400.6189,2206.9302,221.8357,284.5944,CD4+
84552,1721.1,4706.6,14089.2393,1488.5374,362.2189,399.1244,498.1443,724.4179,1024.1791,999.5323,484.7861,1558.204,398.7363,976.0,238.5423,319.8458,1492.2886,223.8806,284.8657,Others
84553,1542.1,4707.6,4820.6152,1797.8806,405.5226,446.443,576.9868,525.8461,496.6048,456.4536,287.0318,298.0265,325.7586,256.8011,245.7268,273.0371,396.1194,230.4774,403.2918,Others
84554,1567.8,4708.3,19309.4453,1549.924,385.3804,402.4076,556.6685,297.6304,3062.125,382.3152,1009.913,265.375,317.0381,274.3369,244.7717,306.9891,1517.3478,219.7174,295.2283,Others
84555,1658.6,4710.1,12889.9912,1295.7332,325.7921,402.1489,492.8258,259.6994,1842.7781,746.2977,286.0674,262.073,315.4888,277.3989,241.7275,309.6068,1321.0281,223.8202,287.6208,CD20+ CD4+
84556,1834.0,4711.3,7135.4775,1196.3071,318.6276,363.0134,425.0579,245.6736,470.6513,1176.27,363.5816,506.7745,435.7656,272.3294,241.687,311.1528,1625.905,226.046,303.4629,CD4+
84557,1571.6,4708.7,12498.3457,1539.1954,355.7368,384.1504,554.9398,304.8271,2600.1504,456.9098,546.2782,246.6466,305.6617,249.7669,246.3233,298.5489,802.7293,224.9925,304.5113,CD20+
84558,1586.4,4708.7,5320.4385,1341.2943,367.9339,370.2102,491.5796,256.2192,857.5435,1316.1742,305.0661,248.7087,322.8709,265.8859,241.967,323.1231,814.8979,226.7808,291.045,CD4+
84559,1840.7,4708.2,12128.4053,1338.9065,329.0405,385.8941,465.1495,261.676,799.5888,785.6823,408.2087,430.1122,382.9533,268.7975,243.1308,342.0966,1395.6915,224.0841,292.6916,CD4+
84562,1501.7,4710.6,7856.9336,1750.5573,406.9708,449.4556,547.0222,354.6145,453.215,338.153,296.4019,265.9264,314.4474,254.8972,239.743,266.1086,260.0023,225.9836,527.6963,Others
84563,1774.3,4709.3,5514.6055,933.0214,295.9951,990.903,374.7352,239.2993,790.5724,733.4243,281.3339,448.6694,365.074,260.2632,237.4145,294.9589,1218.2812,221.0197,282.0822,Others
84564,1591.7,4708.9,9228.6172,1220.9871,400.7143,368.9156,491.8117,257.7013,573.6234,2197.7339,773.8701,238.0519,363.539,261.3052,239.9416,432.6623,1520.2598,230.1429,292.9221,CD8a+ CD4+
84565,1750.8,4708.8,9283.4385,1322.9889,331.5651,392.6208,449.9405,256.7584,1641.5613,804.7286,305.7509,265.9368,330.2937,358.7844,246.8364,291.1301,1436.2194,227.3271,302.6654,CD20+ CD4+
84566,1901.7,4708.7,9367.1611,1321.0463,400.1963,406.5815,427.9185,385.663,1452.5186,485.4278,272.4889,261.7037,325.7704,266.2296,244.5537,285.0389,1039.1444,228.4167,309.3352,CD20+
84571,1548.7,4709.5,15419.7979,1663.9536,402.7257,423.5696,556.0801,550.2911,1102.3164,444.5401,296.9367,323.5739,330.8734,275.8565,245.2785,273.2447,640.6034,231.9789,296.8397,CD20+
84572,1634.0,4709.0,13308.5605,1379.4508,322.0909,386.3864,513.3257,258.9167,799.8333,1008.1288,292.9735,363.9432,361.8371,271.7954,245.7614,319.1023,1503.8296,231.4015,287.2841,CD4+
84573,1643.4,4709.4,14947.3486,1309.1891,336.4925,1411.1294,483.0746,277.7612,1532.2587,1140.9353,294.8308,297.7761,329.2438,1753.3732,229.6318,315.4627,1818.4329,228.8508,287.1592,Others
84574,1663.8,4709.3,12669.251,1375.1348,342.5266,392.0251,515.3856,270.6082,883.6708,1043.0376,314.0188,581.7461,382.7586,271.4357,240.279,308.8997,1808.0502,229.0408,278.7837,CD4+ CD68+
84575,1741.5,4710.6,11330.7842,1459.2302,344.8163,394.8535,490.8279,416.6698,1004.1977,1566.3466,312.2512,315.8651,331.9674,361.7535,237.6209,383.3,2431.5466,220.8767,300.7884,CD20+ CD4+
84576,1849.3,4708.3,12230.6514,1332.3988,348.3079,383.9795,464.1818,358.3519,1282.0469,1152.0822,390.0,291.3079,405.5161,347.6628,246.2698,368.7302,1534.2698,223.5806,304.0352,CD20+ CD4+
84577,1863.5,4709.2,13761.5264,1281.613,331.1652,368.8087,442.8261,261.6956,1093.0609,1284.713,344.9957,239.2087,377.5391,277.8609,250.1913,312.3,1807.5565,233.0478,323.5696,CD20+ CD4+
84578,1885.4,4710.7,8768.1943,1359.5481,357.9325,1719.5051,409.908,485.2556,608.2904,597.6074,279.2249,248.5031,344.7587,259.591,248.0573,278.7055,977.9141,228.9877,341.8016,Ki-67+
84580,1629.6,4709.7,18775.8906,1447.8175,379.1022,409.1679,517.4744,278.0365,1237.9052,1550.4598,315.6423,464.4015,359.8321,463.5255,244.1825,336.1241,2272.4014,231.5985,282.4745,Others
84581,1794.8,4711.2,12174.7812,1293.5148,328.5443,381.0025,464.8719,249.8005,508.1355,1521.0862,295.8251,338.1675,382.3005,553.6035,240.9803,386.7217,2626.8989,232.8522,272.2291,FOXP3+ CD4+
84582,1808.3,4709.4,7492.4771,1197.5012,715.2421,353.2542,432.0775,246.4237,488.8983,1817.5109,263.8087,245.2809,374.0799,378.8838,245.0944,302.4625,1145.2009,230.2518,309.9443,CD4+
84583,1878.7,4709.6,9883.4453,1378.1616,354.3232,595.1266,442.8297,280.083,556.2969,948.5721,1248.2271,281.2708,348.6899,265.0218,244.5415,314.3843,1915.4236,214.0218,302.655,CD8a+ CD4+
84585,1606.7,4710.2,6670.4307,1411.2023,322.3184,389.7154,513.5131,270.1798,1333.7153,1390.3109,292.4719,282.2097,378.0674,365.6592,252.2509,315.6966,1927.075,238.3745,278.7079,CD20+ CD4+
84586,1700.1,4709.4,13285.2393,1295.8942,366.2901,366.0136,469.2184,273.843,3034.314,906.1434,986.4198,266.8293,332.6758,271.9249,241.5427,317.1297,2286.9419,225.6997,278.2082,Others
84587,1909.7,4710.2,10255.3223,1523.2137,393.0172,450.3015,446.1641,513.9847,676.7042,1242.9103,424.3397,328.3951,372.7309,282.3187,243.8607,334.7061,1674.021,221.4695,291.0992,CD4+
84588,1916.7,4708.9,7846.8481,1234.844,364.756,371.444,419.06,268.144,688.916,382.424,542.284,234.504,330.836,251.868,249.98,298.048,779.792,232.652,289.068,Others
84589,1563.2,4711.7,19465.5957,1709.2808,402.2386,608.0912,594.1404,315.9509,1834.4421,686.7404,319.1333,339.2386,363.207,485.5614,249.4491,303.8105,1440.6913,241.6982,288.993,Others
84590,1616.6,4711.4,15632.1709,1335.2917,346.7874,383.5396,502.4394,278.9209,1391.1775,1180.0159,326.3814,263.3867,332.6608,368.717,238.3163,304.1512,2353.9243,231.6661,281.5255,CD20+ CD4+
84591,1671.0,4710.0,9785.9141,1572.5814,334.9767,409.4917,522.8571,286.598,717.02,1321.7941,312.0963,1659.4485,496.8405,507.9601,240.9601,355.1362,2091.5979,228.6179,284.4518,Others
84592,1715.0,4710.9,15022.1045,1429.511,345.6044,380.4011,507.5549,300.3077,2011.0714,980.1374,323.8242,286.2802,341.8736,308.9451,240.044,314.8736,2517.4614,227.4615,277.6429,CD20+ CD4+
84593,1801.9,4710.9,14919.6914,1169.4292,624.5208,358.025,437.5708,233.4833,472.9458,2020.9375,273.5292,240.2208,352.2167,330.7708,245.175,348.2375,2265.0125,216.7542,295.8083,CD4+
84594,1580.3,4711.0,17327.9395,1357.7169,371.3494,398.747,524.6024,272.747,1975.3976,564.1566,296.5783,269.0361,299.8494,273.9398,244.8072,298.3615,985.4036,228.0843,294.241,CD20+
84595,1824.6,4710.9,11136.2783,1058.4783,313.0486,348.9616,410.9923,236.0691,450.8363,1512.1432,273.2097,238.4655,388.3785,528.3018,243.0563,314.2864,1770.4348,222.3453,295.3299,FOXP3+ CD4+
84597,1533.4,4710.9,5536.0244,1786.9297,395.9514,438.5784,551.7216,314.9054,537.973,359.4108,287.3865,271.3135,304.0297,242.9432,242.6541,263.7297,306.5216,228.3,521.3514,Others
84598,1892.5,4710.9,5689.1006,1288.4626,357.8851,424.227,423.9425,870.592,523.4023,543.342,263.1609,282.6149,320.1868,247.4626,247.2931,260.8621,845.4914,227.6552,630.7213,CD163+
84601,1695.2,4712.3,9652.1035,1347.0591,362.166,385.0369,469.7528,264.8561,2277.6753,1091.4761,1566.834,287.8893,365.8155,273.2029,252.31,320.5978,2156.8486,222.786,282.5424,Others
84602,1721.4,4711.2,18645.8965,1368.7242,366.6776,393.9579,491.0234,300.2243,1979.5281,679.9579,312.3972,284.6495,327.1823,396.5934,242.8832,307.1589,1526.4065,236.6449,291.0608,CD20+
84603,1625.1,4711.7,13936.7627,1355.0463,341.1272,375.2168,518.8613,270.1098,1395.6879,1285.7631,306.1879,275.8295,340.0838,287.9942,248.1676,321.8382,2437.7024,229.6821,281.3844,CD20+ CD4+
84604,1650.2,4711.6,17038.2891,1405.1382,378.187,372.9756,507.0203,313.061,5092.7319,757.8496,311.4634,418.7358,334.8089,266.6504,246.2439,293.7764,1981.2968,231.5813,296.6301,CD20+ CD4+
84605,1762.4,4712.0,11126.9561,1225.1187,316.2179,355.2833,442.1114,242.7288,1088.9685,1037.7457,296.0993,257.9225,351.7845,267.6635,240.2106,340.0169,1907.9298,220.5182,281.0218,CD20+ CD4+
84606,1871.6,4711.7,12599.6338,1176.2396,363.2314,368.157,413.8044,262.1873,446.6446,1400.3003,275.7796,315.8568,336.2314,1542.4628,249.9146,308.5757,1970.7852,221.3251,318.2121,FOXP3+ CD4+
84607,1923.0,4713.2,9005.9102,1159.9276,350.8948,358.2707,410.95,249.3069,2270.9673,354.1534,304.6603,224.3086,306.6724,256.2896,244.3224,267.8172,908.3793,229.2328,286.6793,CD20+
84608,1594.3,4712.0,15651.4434,1333.6981,346.7736,389.3962,530.2925,268.8679,841.5283,835.3302,643.3491,257.6698,384.5849,285.4717,241.3019,383.8019,1852.6698,226.783,272.283,CD4+
84609,1598.3,4712.5,17146.7793,1314.5538,342.4872,374.9692,523.6257,264.6103,639.4821,1020.8872,351.1795,250.9487,324.6308,337.0461,242.8718,313.2359,1822.5077,236.7897,292.5641,CD4+
84610,1666.8,4715.4,8080.627,1601.1737,342.2761,406.426,544.925,287.4954,814.351,900.2377,312.5375,1469.0128,462.8793,395.3802,238.2431,308.6453,1279.1134,230.7441,289.1718,CD4+ CD68+
84611,1706.2,4712.3,11948.6182,1448.8021,346.7067,373.742,498.5512,266.8516,3134.1448,774.7456,602.4523,281.8092,358.3286,270.0,246.1343,317.8021,1603.3251,239.1378,282.1696,CD20+ CD4+
84612,1756.1,4713.9,12901.4111,1355.0253,341.5614,358.1841,464.0361,266.4964,3802.3557,738.8502,307.2401,280.1967,329.9224,284.8466,246.3791,312.6101,1615.0487,227.9856,288.4314,CD20+ CD4+
84613,1781.4,4711.2,7017.7642,1168.7191,315.0168,1790.0168,420.1404,261.8146,713.8315,750.5674,292.8539,1419.5786,388.1685,272.0393,232.4438,301.1854,1020.4269,218.3258,290.8483,Others
84614,1816.2,4712.0,9517.0352,969.0106,358.7887,332.2218,379.4437,240.25,460.257,1844.5387,262.1303,247.0845,385.2042,355.0352,231.9366,377.2535,1992.1971,217.1127,275.162,CD4+
84615,1853.9,4714.4,13308.2646,1271.3378,450.9669,373.6192,455.7649,262.3708,1338.6788,1101.8013,734.9669,238.4768,334.9139,270.5199,239.4172,369.8245,2264.0828,220.9305,288.4503,Others
84617,1542.9,4712.6,11085.208,1862.816,403.2924,448.717,597.2405,642.2123,591.9811,730.1038,307.6651,335.0519,368.3066,258.8113,244.3208,291.0,575.6509,233.5849,293.0755,CD4+
84618,1568.8,4712.7,15954.498,1620.0,361.4185,396.5991,579.0969,289.0837,2111.282,517.8854,312.8766,267.0441,328.7929,261.881,246.1189,293.9471,1115.2643,225.3965,292.8678,CD20+
84619,1638.4,4713.6,9420.4365,1433.1378,349.61,520.1173,501.0704,293.9707,1834.2727,1622.2083,312.1613,414.0616,372.088,428.7625,241.2082,370.3695,2705.0498,234.4545,274.39,CD20+ CD4+
84620,1864.4,4714.9,12420.1016,1342.5262,352.6244,385.3096,445.5854,262.3029,950.5905,1810.5415,440.0068,252.3976,368.5262,498.2927,240.3655,327.2115,2954.9866,222.3706,293.4416,FOXP3+ CD4+
84621,1553.4,4711.8,21257.4727,1476.8611,402.3333,435.0,551.9028,279.9028,610.6528,741.9861,295.5695,251.25,324.7083,244.5972,247.3611,283.5972,625.0972,232.125,298.2361,CD4+
84622,1556.0,4713.0,21855.9121,1614.072,411.864,422.096,565.04,291.192,1084.192,717.16,312.344,263.232,314.464,280.48,256.352,347.304,762.112,226.944,316.456,CD20+ CD4+
84623,1746.5,4714.5,13196.7441,1371.9694,352.7298,373.3955,473.0334,263.6184,1913.5878,823.6685,299.0864,254.766,320.7688,289.4903,242.39,318.1532,1708.7966,227.4317,303.7521,CD20+ CD4+
84624,1843.4,4714.5,9027.4482,1147.0808,400.3392,363.4273,422.0573,251.6579,1487.5653,634.0308,911.3187,304.0675,386.928,261.7548,248.2511,407.7137,1529.0704,224.1542,303.0705,Others
84627,1584.5,4714.3,8927.9199,1471.318,381.8889,385.0881,507.2874,271.4981,1281.6781,1357.0575,311.3678,1020.9847,421.0115,506.3716,231.6092,348.9732,1497.7816,229.4023,284.4828,Others
84628,1785.7,4714.3,7484.6582,1341.3761,314.8575,1199.9801,455.9174,257.4843,1221.812,1160.7179,306.6211,427.8433,370.3533,279.6524,245.0883,307.5071,1704.1083,227.0057,293.3732,Others
84631,1551.2,4715.1,8593.4844,1742.7806,397.9286,430.2143,564.4133,297.449,2149.6479,732.6938,804.8674,259.3163,322.0306,308.5612,243.4847,358.7755,1352.3214,239.5408,293.7602,Others
84632,1811.8,4714.6,8715.2812,1280.5222,702.6926,361.8445,446.737,239.2482,568.5741,1959.2815,289.9667,238.3815,390.0444,442.7259,241.0259,335.0148,1637.5555,228.8259,304.9185,CD4+
84633,1915.4,4714.3,12289.2617,1384.0437,395.6463,418.2052,433.3057,300.5327,1568.7991,741.3057,906.2708,253.9782,349.1004,266.5371,240.7031,332.441,1897.6987,220.9345,286.7467,Others
84634,1590.6,4714.9,10954.2549,1392.3823,357.4902,370.8007,515.0817,274.7614,2786.6667,1078.4803,668.4216,307.7288,381.4183,371.2516,239.6732,396.866,2178.6045,236.9412,280.2909,Others
84635,1607.5,4714.5,15066.4883,1261.3577,338.9878,376.7317,478.3781,262.4797,1138.4269,910.7032,325.0122,260.0732,306.9512,294.3699,246.1341,305.7155,1687.7764,239.374,281.1789,CD20+ CD4+
84636,1675.4,4714.0,9791.293,1235.9076,322.1943,400.4108,451.2325,249.258,708.7548,1532.3759,293.5096,310.7994,387.7771,281.156,235.0382,478.1624,2261.3982,226.7611,271.6529,CD4+
84637,1726.5,4715.1,17505.457,1445.5308,348.0423,373.0231,507.7115,396.35,2166.946,1257.0385,320.1461,292.6231,343.0077,440.85,235.0,327.1077,2404.8347,240.0769,285.5385,CD20+ CD4+
84638,1767.4,4714.8,11547.4854,1228.2915,321.0191,383.2806,433.3869,242.03,804.4169,1130.8774,301.7793,255.733,364.1798,270.2343,239.3297,327.515,2135.8394,228.9019,280.5695,CD4+
84639,1820.6,4715.2,10176.7031,1147.4858,306.9337,352.3186,414.3502,244.7098,467.5331,1722.9937,277.9653,249.4416,414.9527,337.0852,242.3344,321.7003,1745.7035,232.6057,296.9811,CD4+
84641,1546.9,4714.6,7169.7803,1642.1772,370.9716,411.7163,564.7234,360.1277,955.8511,930.0,352.1844,262.4539,305.1277,459.2979,246.0993,292.2128,1003.0993,236.7589,299.4539,CD4+
84642,1560.2,4715.2,14726.5576,1868.4478,386.6667,441.8657,605.2388,372.2239,1720.9254,620.6667,302.6965,505.791,349.0298,297.8209,240.4975,330.796,1022.5025,225.5174,290.9901,CD20+
84643,1644.2,4715.3,14900.9092,1363.0813,358.5361,404.0542,499.1235,308.8675,1949.5,1258.4729,320.7199,526.738,356.4669,280.1777,244.997,339.4217,2396.2019,227.6687,285.6928,Others
84644,1699.8,4714.3,17240.2188,1220.2762,397.1143,379.981,485.6857,259.1429,1220.0476,659.6,1811.9048,263.3905,339.4,266.419,236.3428,324.2191,1831.2572,233.7048,270.0667,Others
84645,1879.5,4715.3,8083.707,1253.314,366.5699,427.7256,424.4116,382.4855,462.7256,681.6438,319.9525,316.4591,367.744,266.5066,248.2507,286.9578,905.628,227.0026,303.3404,Others
84649,1538.6,4714.3,10648.1865,1732.7531,399.247,436.9096,572.753,321.6024,1104.976,508.0121,296.0964,269.5422,315.9639,247.9217,244.2952,292.0844,503.4398,230.5663,338.8313,CD20+
84650,1602.8,4715.4,16011.459,1330.7113,332.5412,375.4845,493.4948,264.5722,943.9897,1781.4949,360.0464,253.3866,343.2732,842.701,241.8918,345.866,3024.9587,228.8608,271.5052,FOXP3+ CD4+
84651,1703.0,4716.1,15308.3154,1439.2737,411.4948,387.5842,503.8158,272.1631,2913.0264,700.2526,2816.1052,281.3369,333.3369,275.9053,240.1579,337.0368,1926.2473,224.0158,276.0211,Others
84652,1711.8,4715.8,13511.6279,1368.4011,355.6869,381.6751,493.1018,270.6458,1900.0861,702.3914,306.8767,272.499,337.2466,257.2759,241.4599,306.5303,1593.7729,235.0665,286.9511,CD20+
84653,1802.8,4717.3,11885.6885,1365.709,393.2124,382.6856,471.9114,244.7742,1052.7809,1846.99,302.4933,247.5635,359.9983,607.4498,244.0736,379.2007,2441.51,217.7492,292.4047,Others
84654,1737.0,4716.1,14108.8105,1488.4611,360.0814,402.8102,501.9051,501.8,720.5051,1492.0645,295.8102,369.2203,365.7119,673.3152,238.8508,359.6169,1917.5153,233.4136,280.7288,FOXP3+ CD4+
84657,1580.1,4717.4,10866.9785,1595.4113,365.0195,407.619,574.7251,275.0736,1529.7943,1349.8636,328.7771,972.7662,412.2424,292.2468,243.355,352.6277,1901.6904,231.1515,286.3745,Others
84658,1652.3,4715.2,14879.5078,1338.9678,334.9153,383.8992,503.6129,262.1855,1834.1451,925.5726,308.3145,250.7298,320.2661,257.5726,242.1532,317.9677,1774.4678,230.0726,292.4919,CD20+ CD4+
84659,1721.5,4715.8,16164.6426,1568.6,366.2727,389.4424,507.6182,287.2303,4108.3999,1037.5636,344.4121,292.6545,342.6909,283.1939,233.4364,317.5212,2598.7395,223.5333,280.903,CD20+ CD4+
84660,1778.0,4715.8,13353.6494,1282.3358,348.8492,415.9903,441.7494,259.8199,2174.0583,797.7883,296.8929,272.0462,324.4793,277.6813,244.9246,309.1508,1860.4623,225.6131,289.6667,CD20+ CD4+
